发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2026-05-25 04:01:20,Rebecca Hamm Pierce,mat_table_surface,4,24,12,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27473807945570691/,,"There has been posting here about a bag at Target that will fit your mat unfolded. I don't know if other mats are smaller, mine is 32.4"". This bag is floppy and doesn't fit the mat unless it is folded in half and then rolled up. For $15, this is a bag that will roll over and dump out and be fairly u ... aren't slippery. It just seemed like there were many questions about this and not a lot of answers.","{""mat_table_surface"": 3, ""quality_risk"": 1}","{""mat_table_surface"": [""mat"", ""mats"", ""rolled""], ""quality_risk"": [""slippery""]}"
2026-04-07 22:06:48,Gail Whitsett-Schott,tile_design_readability,4,24,12,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26922801920671299/,,"Thank you so much everyone! I have the answers I needed so I will turn off comments! You ppl are the best! Ok, help....hopefully I will make this clear...and it has a three part question. Player A exposed a 4 dot with two jokers for a 4-Dot pung. Player B played, Player C played Player D played but ... ? 3) can anyone pick up the 4 dot to exchange the exposed joker for a mahjong? Thank you in advance.","{""tile_design_readability"": 3, ""accessory_storage"": 1}","{""tile_design_readability"": [""clear"", ""joker"", ""jokers""], ""accessory_storage"": [""rack""]}"
2026-03-21 00:28:53,Laura-Darrell Robert,tile_design_readability,5,24,8,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26726037720347721/,,"❄️ I LOVE my new “Let It Snow” mahjong set by Mahj & Co. 🎿 I’m ready to head off to ski after playing with these tiles. I appreciate the thickness and the large size of the tiles -with easy to read numbers. I think the artwork is fabulous. Such a clever and beautiful set. Great job! Their mat is great, too! I will be buying more of their creative sets, for sure! 👏🏻","{""tile_design_readability"": 4, ""mat_table_surface"": 1}","{""tile_design_readability"": [""easy to read"", ""numbers""], ""mat_table_surface"": [""mat""]}"
2026-04-07 15:52:50,Rachael Rachael,mat_table_surface,4,24,6,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26919839237634234/,,"Spotted at my Oakwood, Ga Sam’s Club the floating Mahjong mat set is in stock!","{""mat_table_surface"": 4}","{""mat_table_surface"": [""mat"", ""mahjong mat""]}"
2026-04-26 01:30:54,Marie Mattie,accessory_storage,5,24,5,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27121771897440966/,,"Johnathan Adler Mahj collaboration with Micheals introduced and sold out last weekend in stores and on website. While the dark blue tiles were beautiful, I wasn’t in need but thought tile bags shown on posts were super adorable. Again appreciate member posting the pix that Tile bags were actually so ... ely cool and that tassel 🥰, what’s not to love! Hopefully anyone who wanted was able to participate!","{""tile_theme_pattern"": 1, ""accessory_storage"": 4}","{""tile_theme_pattern"": [""blue""], ""accessory_storage"": [""tile bag"", ""bags""]}"
2026-06-25 15:27:50,Lisa King-Krassny,accessory_storage,5,24,4,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27879585688326246/,,"Shout out to Bama Mahj! Boy, they just never disappoint. I’ve been on the hunt for clear scalloped racks and saw they had them as a new item. From what I have been researching for quality racks they were reasonably priced and included a beautiful green velvet storage bag to boot. I have loved everyt ... rder- I do live only 1 state away) and I can’t wait to play with them. They are solid and beautiful!","{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""accessory_storage"": 2, ""quality_risk"": 1}","{""tile_design_readability"": [""clear""], ""tile_theme_pattern"": [""green""], ""accessory_storage"": [""racks"", ""storage""], ""quality_risk"": [""quality""]}"
2026-04-29 00:20:01,Johni Levene,buying_matching,4,24,4,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27157748877176601/,https://missmahjong.com/products/miss-classic-mahjong-tile-set?ref=MJTI,"**FINALLY the restock we have all been waiting for, Miss Mahjong's, Classic in JADE! ** ***** Wednesday Apr 29 at 10AM CENTRAL TIME ***** They have a good amount BUT there is a lot of serious pent up demand for this set so I would be ready to get it as soon as it populates at 10am central time. Your ... -mahjong-tile-set?ref=MJTI](https://missmahjong.com/products/miss-classic-mahjong-tile-set?ref=MJTI)","{""buying_matching"": 4}","{""buying_matching"": [""link"", ""discount code""]}"
2026-05-22 02:00:00,Johni Levene,buying_matching,4,24,3,0,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27439570675661085/,https://mahjpit.co/MJTI,"WOW, I may plotz! This is the new set Mahj Pit is releasing tomorrow at 10am Central time. It will show as sold out until the Friday launch but they are **IN STOCK** and will be ready to ship, no preorders. Here is your group link, [https://mahjpit.co/MJTI](https://mahjpit.co/MJTI) and you can use y ... **Here is your MJTI GROUP DISCOUNT link again.** [https://mahjpit.co/MJTI](https://mahjpit.co/MJTI)","{""buying_matching"": 4}","{""buying_matching"": [""link"", ""discount code""]}"
2026-04-24 18:51:15,Edie Gallagher Simons,tile_theme_pattern,3,24,3,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27105843982367091/,,"Hello, my vintage set didn’t have Jokers, just flowers painted red. So…I painted them.","{""tile_design_readability"": 1, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""jokers""], ""tile_theme_pattern"": [""red"", ""flowers""]}"
2025-12-27 02:45:55,Amy Garner Gilbert,mat_table_surface,4,24,3,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25952854137666087/,,"While watching Four Christmases on tv tonight, I thought I saw Mary Bensons’ mahjong mat on the wall! Of course, it is not, but it sure did look like it!","{""mat_table_surface"": 4}","{""mat_table_surface"": [""mat"", ""mahjong mat""]}"
2025-11-24 20:13:33,Beverley Imerman Segel,accessory_storage,5,24,0,2,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25687016027583234/,,"We love our Mahjongg equipment Part 1 - Racks... **Listen closely—I am your Mahjongg Rack.** Though I lack ears, I absorb every nuance and sound of the game. I am exclusively yours; never touch another player's rack, unless they request assistance due to an injury. The Wa**LL** in front of me is ini ... o look (don't touch) what's on other racks, there may be jokers to exchange. Grandmahj with Beverley","{""tile_design_readability"": 2, ""accessory_storage"": 3}","{""tile_design_readability"": [""joker"", ""jokers""], ""accessory_storage"": [""rack"", ""racks"", ""pusher""]}"
2026-02-12 01:52:41,Carol Watson,mat_table_surface,3,23,21,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26366087846342712/,,How does everyone fold their travel mats to avoid damage/creasing to the mat when traveling?,"{""mat_table_surface"": 2, ""accessory_storage"": 1}","{""mat_table_surface"": [""mat"", ""mats""], ""accessory_storage"": [""travel""]}"
2026-01-16 04:25:33,Lanee Johnson,buying_matching,4,23,21,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26115020958116070/,https://www.instagram.com/reel/DTRRj10iXfP/?igsh=ZnFiamY0ZGRjOG91,"BOB Courtesy Pass ***Answer provided (courtesy pass is taken from the existing tiles that were passed to Bob). Thank you!*** A video came across my feed about a week ago with a lady demonstrating an alternative way to complete the courtesy pass with ""Bob"" that included the two other players (I think ... okers. I don't think it was on this page. Has anyone seen it or know what I'm talking about? Thanks!","{""tile_design_readability"": 1, ""buying_matching"": 3}","{""tile_design_readability"": [""jokers""], ""buying_matching"": [""go with""]}"
2026-01-13 21:13:21,Jeanne Hindman,tile_theme_pattern,3,23,21,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26094403063511193/,,My Mah Jongg group is thinking of holding a Mah Jongg Christmas in July game date. Can you share pics of your Christmas Mah Jongg tiles and Christmas set ups so I can get ideas for planning? I don’t have a set of Christmas tiles. I will look for those. And maybe I can use my green tiles with a Chris ... ? Some of the other ladies in our will be working on this as well. We will need to set up 5+ tables.,"{""tile_theme_pattern"": 2, ""mat_table_surface"": 1}","{""tile_theme_pattern"": [""themed"", ""green""], ""mat_table_surface"": [""mat""]}"
2026-05-18 21:05:31,Tracy Long- Giroux,tile_design_readability,4,23,20,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27400745369543616/,,"I am newer to American MJ but have been playing Taiwanese for years now. In Taiwanese MJ the tiles are not called Bams, cracks and dots. They are called sticks, numbers and balls. When playing American MJ I keep using the wrong term and usually correct myself quickly. My question is, if I “correctly ... rack is short for) and dot and few people use the official name. But I’m not sure if I believe them.","{""tile_design_readability"": 4}","{""tile_design_readability"": [""numbers"", ""dots"", ""bams"", ""cracks""]}"
2026-04-09 18:30:27,ExcitingBee9803,quality_risk,4,23,20,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26942346472050177/,,"Hi! I’m new to mahjong and want to buy my first set of tiles. There’s a lot of really expensive tiles online, and a lot of cheap ones on Amazon. I’m looking for what’s going to maintain quality without breaking the bank. Any suggestions?","{""buying_matching"": 1, ""quality_risk"": 3}","{""buying_matching"": [""amazon""], ""quality_risk"": [""quality"", ""cheap"", ""expensive""]}"
2026-02-17 22:53:29,Gabrielle Pagliano Itkin,buying_matching,4,23,20,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26420834950868001/,,What mat would go with these tiles?,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mat""], ""buying_matching"": [""go with""]}"
2026-01-28 16:20:33,GiftedDolphin8423,accessory_storage,4,23,20,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26231988786419286/,,Has anyone tried the Mini Mahjer set? Can it be played with the NMJL card? And is it very light with normal sized tiles? Looking for a very light travel set (to take to Europe) that doesn’t have tiny tiles. Any other recs? TIA!,"{""accessory_storage"": 4}","{""accessory_storage"": [""travel"", ""nmjl card""]}"
2026-05-21 20:09:24,Susan Lamprecht,tile_design_readability,6,23,19,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27437699115848241/,,I have a vintage mahjong tiles. Most of the paint had chipped off; they were stored in a bag. I bought materials and with the help of videos I restored almost every tile. I bought stickers for the jokers and baked 8 flowers to darken them to match the other tiles. I bought a vintage tray to store th ... which hadn’t been used and were good. I also painted the 1 Bams. I’m trying to post before and after,"{""tile_design_readability"": 2, ""tile_theme_pattern"": 1, ""accessory_storage"": 1, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""bams"", ""jokers""], ""tile_theme_pattern"": [""flowers""], ""accessory_storage"": [""racks""], ""buying_matching"": [""match""], ""quality_risk"": [""worth""]}"
2026-05-11 03:58:54,Lori Waltmon Motal,buying_matching,5,23,19,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27299344833017004/,,I’m a beginner and looking for an affordable travel set both for traveling this summer and possibly to teach some of my students in the future once I’m more confident. Has anyone purchased this one from Amazon and have any feedback? It is more affordable and my daughter gifted me a travel size mat that would match well. Just curious on quality 🤔,"{""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 2, ""quality_risk"": 1}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""travel""], ""buying_matching"": [""match"", ""amazon""], ""quality_risk"": [""quality""]}"
2026-04-16 04:40:19,Laura McMillan,tile_design_readability,4,23,19,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27009649441986546/,,"I may have an odd question about the Tile Haus Coral & Coast set. I'm considering purchasing when they come back available. It's a bit annoying there are not close up images of the tiles - just a distant view of the set, then some close ups of a couple of the tiles. I'm assuming that's a marketing s ... the character, for example. If you've invested in these, would you share images and honest feedback?","{""tile_design_readability"": 3, ""quality_risk"": 1}","{""tile_design_readability"": [""hard to read""], ""quality_risk"": [""price""]}"
2026-02-16 22:15:05,Sylvie Baumann,buying_matching,3,23,19,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26411426028475560/,,Where can I buy wholesale mahjong charms?,"{""buying_matching"": 3}","{""buying_matching"": [""where can i buy""]}"
2026-04-08 22:17:39,Peggy Brown Freeman,tile_design_readability,3,23,18,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26933587416259416/,,FF 1111 11 1111 DD UNDER ANY LIKE NUMBERS DOES THE DRAGON HAVE TO MATCH THE FIRST SET OF 4 ￼NUMBERS?,"{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""numbers"", ""dragon""], ""buying_matching"": [""match""]}"
2026-02-24 17:44:22,Betty Guess Woolfolk,buying_matching,7,23,18,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26484502054501290/,,I am buying my first set from Amazon-Paradise-would love to see mats/racks to go with them? These pics are from the Amazon reviews. Cross-pointed on a tablescapes group as well.,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 4}","{""tile_theme_pattern"": [""paradise""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""racks""], ""buying_matching"": [""go with"", ""amazon""]}"
2026-01-18 01:41:09,Lecia Stegall Stubblefield,tile_design_readability,3,23,18,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26131647543120078/,,Could someone please send me the link to the clear tubes to store mats in?,"{""tile_design_readability"": 1, ""mat_table_surface"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""clear""], ""mat_table_surface"": [""mats""], ""buying_matching"": [""link""]}"
2026-06-21 12:04:35,Beth Gorman,accessory_storage,3,23,17,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27831473639804118/,,Please help. I have friends that need official NMJL cards. The site is down. Too many fake ones out there. Ideas or sources ? Thank you.🀄️🀄️,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-06-20 20:19:59,Kristin Shanks Barton,mat_table_surface,3,23,16,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27823951433889672/,,"I bought all four of the floral mats from the Mahjong line and they arrived today. They are beautiful but they came in a plastic sleeve with no mat bag. At $85, i expect a bag with each mat. Small bummer but a bummer.","{""tile_theme_pattern"": 1, ""mat_table_surface"": 2}","{""tile_theme_pattern"": [""floral""], ""mat_table_surface"": [""mat"", ""mats""]}"
2026-06-06 03:19:16,Sherri Scott,accessory_storage,5,23,16,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27637614772523340/,,Does anyone have a source for the small round rack magnets? I have lost a few of them and tried replacing them with bigger magnets I found on Amazon but it’s not as smooth or as strong. I am not talking super cheap racks either. My cheap racks $60 up to my $120 racks have lost magnets and I would like to try to keep using them. Thanks in advance!,"{""accessory_storage"": 2, ""buying_matching"": 1, ""quality_risk"": 2}","{""accessory_storage"": [""rack"", ""racks""], ""buying_matching"": [""amazon""], ""quality_risk"": [""cheap"", ""smooth""]}"
2026-02-06 01:12:55,Carol Citta,tile_design_readability,4,23,16,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26308397475445083/,,"I'm looking for help to identify the maker of this vintage set of tiles. It most resembles the Royal Depth Control Perching Pheasant but the green and white dragons are different. The set has 23 flowers still present, 8 of which have been made into jokers. Any thoughts?","{""tile_design_readability"": 2, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""jokers"", ""dragons""], ""tile_theme_pattern"": [""green"", ""flowers""]}"
2025-11-09 19:57:28,Deb Ovall,tile_design_readability,4,23,16,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25554037047547800/,,I am practicing with MahJongg4Fun and I have a question. I needed a white dragon or a flower to maj. My only joker was holding the flower spot in a kong and the dragon was going to complete a pung for the win. The flower was discarded to me and my mahjong button popped up so I double checked everyth ... efore while practicing but I thought I had done something wrong. Is it a glitch in the game? Thanks!,"{""tile_design_readability"": 2, ""tile_theme_pattern"": 1, ""accessory_storage"": 1}","{""tile_design_readability"": [""joker"", ""dragon""], ""tile_theme_pattern"": [""flower""], ""accessory_storage"": [""case""]}"
2026-04-16 01:30:44,Jan Hanyzewski Webber,buying_matching,4,23,15,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27008110248807132/,,Does anyone have this tile? What color mat do you have? I’m looking for a mat color to go with this tile that will not detract from the decorative motif.,"{""mat_table_surface"": 1, ""buying_matching"": 3}","{""mat_table_surface"": [""mat""], ""buying_matching"": [""go with""]}"
2025-12-15 22:06:25,Maria Eck Bullard,accessory_storage,3,23,15,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25861296423488526/,,I remember hearing there are groups that sell the NMJL cards and donate a portion to charities. Anyone know about that? Specifically breast cancer organizations? Near & and dear to my heart - literally!! Thanks!,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-05-15 13:23:51,Carol Moynihan,mat_table_surface,4,23,14,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27357542417197245/,,For those that don’t mind preordering and waiting until July for mats……check out Golden Pond site. She is offering a discount for MJTI members. There’s a gorgeous Christmas mat I ordered as well as several others that are lovely in her premium category. I don’t know her at all nor do I have any conn ... ith an even bigger discount. She also sells on Etsy so check out both. They are shipped rolled. Yay!,"{""mat_table_surface"": 3, ""buying_matching"": 1}","{""mat_table_surface"": [""mat"", ""mats"", ""rolled""], ""buying_matching"": [""etsy""]}"
2026-03-07 00:49:47,Susan Smith Eberhardt,tile_design_readability,3,23,13,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26585116797773148/,,I followed all the interesting comments on Mah Jong tiles. I have a question. Given the many tile designs why hasn’t someone created a Breast Cancer awareness set??,"{""tile_design_readability"": 3}","{""tile_design_readability"": [""tile design""]}"
2026-02-23 01:31:16,Christen Kemp Derochie,tile_design_readability,3,23,13,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26469106386040857/,,Hi! Question do my 4 dragons at the end have to match the consecutive numbers at the beginning?,"{""tile_design_readability"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""numbers"", ""dragons""], ""buying_matching"": [""match""]}"
2026-06-25 11:11:34,Kimberly Kimberly,accessory_storage,4,23,12,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27877310068553808/,,Hi has anyone used a card holder for the table and if so did you like it ? Picture is only to see how it is placed under the mat. This is not spam. I did not see the post prior to posting mine. I can turn off comments.,"{""mat_table_surface"": 1, ""accessory_storage"": 3}","{""mat_table_surface"": [""mat""], ""accessory_storage"": [""card holder""]}"
2026-03-26 19:52:28,Ellen Barnard Vance,quality_risk,9,23,12,0,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26789241214027371/,,"Just want to give a huge shout out to The Mahjong House for having beautiful tiles and the best customer service I’ve had in ages! If you haven’t seen their tiles you should check them out! Their tiles are large, gorgeously designed, lots of color options, and great price points. Their travel tiles ... paid promoter or friend/relative of anyone in the company—just a happy customer!) The Mahjong House","{""accessory_storage"": 1, ""buying_matching"": 3, ""quality_risk"": 5}","{""accessory_storage"": [""travel""], ""buying_matching"": [""discount code""], ""quality_risk"": [""price"", ""customer service"", ""thin""]}"
2026-01-23 02:32:29,Erin Hovanec Lockledge,accessory_storage,4,23,12,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26178831918401640/,http://MyJongg.net/,"Turning off commenting since I have my answer. Y'all are the best!!!! -------- I'm new to the game and have been practicing playing against the bots on MyJongg.net. Twice I thought I had mah jong but the site said I did not and that the hand could not be found on the 2025 NMJL card, and I can't figu ... n staring at it for ages and simply cannot figure it out! Like I said, I'm new so please be kind. :)","{""tile_design_readability"": 1, ""accessory_storage"": 3}","{""tile_design_readability"": [""dragons""], ""accessory_storage"": [""nmjl card""]}"
2026-03-06 00:15:04,Anna Lane,buying_matching,3,23,11,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26574464625505032/,,Someone shared the link with me for the cute side tables they use (that also fit under their main table) and now I can’t find it and I need to order some! They were from Amazon and were round with a cute leg and in a pretty bluish green color.,"{""tile_theme_pattern"": 1, ""buying_matching"": 2}","{""tile_theme_pattern"": [""green""], ""buying_matching"": [""link"", ""amazon""]}"
2026-01-25 02:42:33,Laura Shulman,tile_design_readability,6,23,10,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26197910903160408/,,"Date hand #3: Can soap be used as the dragons here? (including a joker, since the 4th soap is used for the zero). So with soap as the dragon, bams and cracks would be the other two suits.","{""tile_design_readability"": 6}","{""tile_design_readability"": [""bams"", ""cracks"", ""joker"", ""dragon"", ""dragons"", ""suits""]}"
2026-01-10 21:10:09,Mary Sneed,tile_design_readability,3,23,9,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26070507289234104/,,"If you are new to Mahjong and are wondering why the American rules state that you cannot give away jokers during a Charleston, you might think...""why would I want to give away a joker?""....well it became very clear to me when I had a gorgeous Line in the 13579 Run after a few passes and realized I would have to break it up because I was not allowed to give away my joker. It happens :}","{""tile_design_readability"": 3}","{""tile_design_readability"": [""clear"", ""joker"", ""jokers""]}"
2026-04-02 01:58:46,Natasha Johnson,mat_table_surface,5,23,8,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26857579910526834/,https://www.etsy.com/listing/4481627950/american-mah-jongg-tile-guide-for-sams,"If you purchased the Aqua ""Sun & Lemon"" floating mahjong mat from Sam's Club, I created a printable tile guide for you! You can purchase & download it here: https://www.etsy.com/listing/4481627950/american-mah-jongg-tile-guide-for-sams","{""mat_table_surface"": 4, ""buying_matching"": 1}","{""mat_table_surface"": [""mat"", ""mahjong mat""], ""buying_matching"": [""etsy""]}"
2026-07-02 00:12:35,Nina Jay,accessory_storage,7,23,7,0,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27954785210806293/,,I just got these beautiful rack bags for my 20” acrylic racks. They have 4 compartments and are the best price I’ve found on Etsy and way better quality than the Amazon ones!! Search momahj on Etsy.,"{""accessory_storage"": 3, ""buying_matching"": 2, ""quality_risk"": 2}","{""accessory_storage"": [""rack"", ""racks"", ""bags""], ""buying_matching"": [""amazon"", ""etsy""], ""quality_risk"": [""quality"", ""price""]}"
2026-04-23 04:13:10,Brittany Smith Harwood,mat_table_surface,4,23,7,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27084688287815994/,,"Maybe I just have too much mahjong on the brain, but Bed Bath and Beyond had me thinking they were doing mahjong MATS with this ad! It’s a rug. 😂","{""mat_table_surface"": 4}","{""mat_table_surface"": [""mats"", ""mahjong mat""]}"
2026-03-10 17:31:58,Linda B. Rosenson,accessory_storage,3,23,7,0,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26621411247477036/,,"How cute is this T-Shirt that Crak Your Bags designed for their Paris river cruise trip next month? (Yes, the ""A"" is the Eiffel Tower & I bought it!) I have never been to Paris and can't wait for this Mah Jongg themed adventure on AMA Waterways. All info for travel and merchandise is on their website!","{""tile_theme_pattern"": 1, ""accessory_storage"": 2}","{""tile_theme_pattern"": [""themed""], ""accessory_storage"": [""bags"", ""travel""]}"
2025-11-28 18:56:39,Mina Kim Chang,tile_design_readability,8,23,6,0,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25718443327773837/,,Tried to post earlier but forgot to not include a link. Got this set for about $65 for everything except the mat. Love the sturdy bag and racks. The tiles actually stand on their own but nice to have racks with pushers. The engraved images are nice and clear. You can search “Aomercare American Mahjong Tiles Set”. Happy shopping!,"{""tile_design_readability"": 4, ""mat_table_surface"": 1, ""accessory_storage"": 2, ""buying_matching"": 1}","{""tile_design_readability"": [""american mahjong tiles"", ""clear""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks"", ""pushers""], ""buying_matching"": [""link""]}"
2026-04-10 22:53:33,Linda Elliott,accessory_storage,5,23,5,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26954841450800679/,,"My new favorite hand on the 2026 NMJL card- under WINDS - DRAGONS #5, which reads FFF NNNN FFF DDDD (ANY Wind, ANY Dragon)🤩❤️","{""tile_design_readability"": 2, ""accessory_storage"": 3}","{""tile_design_readability"": [""dragon"", ""dragons""], ""accessory_storage"": [""nmjl card""]}"
2026-06-28 21:55:32,Marilee Hanna Freshley,tile_theme_pattern,3,23,4,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27917700701181411/,,"I was gifted a vintage Mahjong set from my brother's inlaws, and found a mat to enhance the vintage colors! (From Amazon.) Cards are from 1967-68. I'm so excited! 🀄❤️","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""colors""], ""mat_table_surface"": [""mat""], ""buying_matching"": [""amazon""]}"
2026-01-07 04:25:42,Abby Holloran,accessory_storage,5,23,4,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26039434582341375/,,"What's with the inconsistency with this facebook group? I had 2 posts deleted because I put a link to Jeff Bezos online store (can't mention the name because my post will be blocked, (you know A-Z) I was just told you can not provide a direct link to an item at any retailer. I just read multiple pos ... is providing links to retailers or directly selling their items you need to do away with this rule.","{""accessory_storage"": 4, ""buying_matching"": 1}","{""accessory_storage"": [""tile bag"", ""bags""], ""buying_matching"": [""link""]}"
2026-07-02 02:25:29,Dora Boullay,mat_table_surface,5,23,2,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27955785084039639/,,"Some people buy a new table… I had mine refurbished just so it would match my favorite mahjong mat: Strawberry Tigre de Tartan. 🍓🀄 At this point, I think it’s safe to say this hobby has officially become an obsession. Do I need an intervention? 😂 No regrets, though. Every game deserves a beautiful s ... one else decorating their home around their mahjong addiction? Please tell me I’m not the only one 😂","{""mat_table_surface"": 4, ""buying_matching"": 1}","{""mat_table_surface"": [""mat"", ""mahjong mat""], ""buying_matching"": [""match""]}"
2026-04-30 16:27:09,Dawn Clark,tile_design_readability,3,22,21,0,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27177451045206384/,,Mat Suggestion Please: I see several post asking for mat suggestions so I thought I’d try to. These are my tiles & current mat. I’d like a mat with no instructions. I like both “traditional” and “coastal”. Any suggestions?,"{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""mat_table_surface"": 1}","{""tile_design_readability"": [""traditional""], ""tile_theme_pattern"": [""coastal""], ""mat_table_surface"": [""mat""]}"
2026-04-10 13:33:05,Lorie Brinson English,tile_theme_pattern,3,22,20,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26950438521240972/,,"Tile recommendation - I’d like soft pink tiles where the dots are dots (or at least round) and the flowers are flowers and distinguishable from other tiles. Bam is bamboo, etc. any recommendations. Loved the OMM tortoise shell too but that sold out.","{""tile_design_readability"": 1, ""tile_theme_pattern"": 2}","{""tile_design_readability"": [""dots""], ""tile_theme_pattern"": [""pink"", ""flowers""]}"
2026-06-25 13:34:59,Lynne Diane Gugenheim,accessory_storage,7,22,19,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27878562418428573/,,Bought the Mah-Jinn travel set from Yellow Mountain on a recommendation from here and I love it!!!! Now I need a super simple travel mat (don’t love the two I just tried from Amazon). The racks are dark green. And I also need a 15-16” carrying bag. I could use the OMM rectangular bag but it’s unnecessarily wide. Thoughts on mats qnd 15-16” soft-sided travel bags? Thanks in advance. !,"{""tile_theme_pattern"": 1, ""mat_table_surface"": 2, ""accessory_storage"": 3, ""buying_matching"": 1}","{""tile_theme_pattern"": [""green""], ""mat_table_surface"": [""mat"", ""mats""], ""accessory_storage"": [""racks"", ""bags"", ""travel""], ""buying_matching"": [""amazon""]}"
2026-03-03 22:38:49,Bonnie Allen Potter,tile_theme_pattern,6,22,19,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26554401437511351/,,Considering the Celestial tiles from Mahjong Co. Can anyone give me a review? Is the teal more blue or more green. So hard to tell on line if they will match the peacock mat from Splash of Color. Thanks for any insight.,"{""tile_theme_pattern"": 4, ""mat_table_surface"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""green"", ""teal"", ""blue"", ""celestial""], ""mat_table_surface"": [""mat""], ""buying_matching"": [""match""]}"
